,id,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63
0,140100057050_1,-0.16370415687561035,-0.4719225764274597,-0.7763031721115112,-0.9255714416503906,-0.18267402052879333,-0.42169010639190674,-0.6887273788452148,-1.7521278858184814,1.1625604629516602,0.49136805534362793,-3.5662992000579834,0.8274401426315308,0.39549440145492554,3.937446117401123,0.24190014600753784,-0.8019154071807861,-2.002857208251953,1.057403564453125,-1.3099045753479004,0.8646329045295715,-0.4004376530647278,0.9935030341148376,-1.0220376253128052,-1.6622599363327026,2.87326717376709,2.3358755111694336,0.028852522373199463,-0.21842151880264282,-0.858669638633728,0.8452993035316467,-0.2925875186920166,-0.03200048208236694,-1.625767469406128,-1.3330965042114258,-0.0950448215007782,-0.37849605083465576,0.46517515182495117,-1.408634066581726,-0.9896154403686523,1.7673394680023193,-0.054770320653915405,1.531477928161621,-1.646604299545288,2.8441686630249023,1.9582610130310059,1.628830909729004,0.027655072510242462,0.16079141199588776,-1.738037109375,1.5435861349105835,0.35765504837036133,1.6557170152664185,1.1091628074645996,4.397915363311768,1.911232352256775,-0.9169232249259949,0.16805219650268555,-1.176777958869934,0.7545363306999207,4.136758804321289,-6.812895774841309,-1.4111515283584595,-0.6795434951782227,0.02730882167816162
1,140100057050_2,-1.4938105344772339,1.0421040058135986,-0.05294184386730194,0.15710851550102234,2.6313531398773193,0.5411006808280945,-1.9814770221710205,-2.1204380989074707,-1.3997490406036377,-0.7454949617385864,-1.7726831436157227,-0.9641902446746826,-0.9679433107376099,2.7514359951019287,0.7911940813064575,2.5963332653045654,0.18210852146148682,-1.3662270307540894,-0.7253495454788208,-1.1912561655044556,-0.003999687731266022,0.6155754327774048,-0.05520503222942352,0.22735995054244995,2.3847241401672363,0.754485547542572,1.1637122631072998,-0.9879865050315857,1.8291877508163452,-1.2907018661499023,1.7412463426589966,-3.8833024501800537,-0.7935889363288879,0.665986180305481,-0.36012524366378784,-2.7008519172668457,-3.21728515625,0.6965895891189575,1.933908462524414,-1.8358391523361206,2.1637096405029297,0.9056180715560913,1.5525054931640625,0.27839863300323486,0.6700137853622437,-0.7181565761566162,0.5804731249809265,0.6360087394714355,-1.5993989706039429,2.1214823722839355,-1.7624704837799072,0.9325433969497681,0.5713557600975037,0.039174556732177734,0.5354456305503845,-1.8307334184646606,-0.014058113098144531,-2.0083417892456055,0.2300102710723877,3.8107011318206787,0.3564806282520294,-0.8532416820526123,-0.6222018003463745,-0.9638366103172302
2,140100057050_3,-0.08559685945510864,-0.17876088619232178,0.5191701054573059,-0.8719934225082397,1.1853076219558716,-0.3376957178115845,-2.42434024810791,0.4519454836845398,-0.37075772881507874,-1.5670007467269897,-1.5035290718078613,-0.9425681233406067,-0.20636862516403198,1.7734190225601196,-0.07377654314041138,-0.20955735445022583,-0.6418488025665283,-2.5919370651245117,-1.893839716911316,-0.9844350218772888,0.09775719046592712,2.6383495330810547,0.11641910672187805,-0.6546684503555298,1.125413417816162,2.73781418800354,3.201491355895996,1.4573891162872314,0.5819203853607178,-1.3915296792984009,1.1352651119232178,-1.4851784706115723,-0.8544743061065674,-1.473118543624878,-1.1132302284240723,-3.193229913711548,0.0895974263548851,-0.07856342196464539,-1.040658712387085,-0.27007755637168884,-0.019453883171081543,0.5552625060081482,0.5671867728233337,1.3811302185058594,0.07884562015533447,0.6415752172470093,-1.1824661493301392,0.040189266204833984,-0.5251078009605408,0.3683459758758545,-0.10884034633636475,1.5090179443359375,-0.6703329086303711,2.4035449028015137,1.8823665380477905,-2.0558204650878906,-0.7438064813613892,-2.0843634605407715,2.139047145843506,4.1321845054626465,-3.8231794834136963,-1.0319459438323975,0.5144972801208496,0.3677937984466553
3,120100015296_1,1.1805055141448975,1.1093378067016602,-0.2686392068862915,-1.5484726428985596,0.2497575283050537,1.5855385065078735,-0.6577389240264893,-4.964097499847412,0.4239323139190674,0.26454728841781616,-2.6474318504333496,-2.0066614151000977,-0.2891288697719574,2.858088493347168,-2.0342397689819336,-1.0849664211273193,0.9142700433731079,3.836887836456299,1.5044541358947754,-1.5859887599945068,1.1196463108062744,1.6810638904571533,2.0846128463745117,-1.6294866800308228,0.23705261945724487,-0.8172447681427002,-1.1665821075439453,-0.21427544951438904,1.2667763233184814,1.5723490715026855,0.9038776159286499,-1.8048062324523926,-1.259392261505127,2.6450414657592773,2.5574774742126465,2.3714122772216797,-2.8888988494873047,-0.8359112739562988,0.6159937381744385,0.6364589333534241,0.1285083293914795,2.7117342948913574,-0.010314974933862686,1.1011526584625244,0.6368532180786133,-2.9957470893859863,1.1886216402053833,-0.47628694772720337,0.19584856927394867,1.869214415550232,5.148977756500244,0.8523349165916443,3.689838409423828,-0.5884758234024048,0.5395050644874573,1.430100917816162,1.372544527053833,1.8482218980789185,2.3424899578094482,2.045107364654541,-0.9352157115936279,3.201900005340576,-2.509349822998047,0.040203213691711426
4,120100015296_2,3.681229591369629,1.3626331090927124,-1.044494867324829,0.2662295401096344,1.1349074840545654,-2.7929816246032715,-5.1747822761535645,0.7766063213348389,-2.2985668182373047,2.609715700149536,2.23861026763916,0.010763496160507202,2.426211357116699,-0.5098043084144592,-2.1404099464416504,-0.5776368975639343,1.1168417930603027,0.5629122257232666,-1.1122492551803589,2.266165018081665,-1.1706128120422363,3.893049955368042,1.7691218852996826,3.385117769241333,-4.000054359436035,-1.070080041885376,-1.0548558235168457,3.4807608127593994,-1.7897214889526367,-0.6196097731590271,0.36242765188217163,-2.6278984546661377,-2.4555916786193848,1.1356043815612793,-2.6245150566101074,1.456508994102478,1.5642462968826294,-3.8494648933410645,3.8818860054016113,-0.9257006645202637,1.8124481439590454,-1.3740434646606445,-0.9801152944564819,-2.9104509353637695,-1.0505965948104858,-1.4858018159866333,-3.4243922233581543,0.04394492134451866,-3.871724843978882,0.8383367657661438,-0.21385103464126587,2.263054132461548,1.5019214153289795,-0.0858578085899353,-0.6432790756225586,2.4689338207244873,-0.7891573905944824,2.961297035217285,0.6677736043930054,2.0361580848693848,0.7461669445037842,0.7866904139518738,-4.4673309326171875,-0.43175482749938965
5,120100015296_3,2.9826202392578125,1.5686299800872803,-0.6477080583572388,0.3864075541496277,1.0329890251159668,-0.5702222585678101,-3.006497859954834,-2.854135036468506,0.2108246386051178,1.644753336906433,-5.391432285308838,0.18488681316375732,1.8531372547149658,1.5945956707000732,-0.779425323009491,-0.3306471109390259,0.05976821482181549,1.2155592441558838,0.23269091546535492,-0.9438762664794922,-0.5485754609107971,1.8601758480072021,3.2668404579162598,-2.7589800357818604,0.46791908144950867,-0.059114158153533936,0.4290711283683777,0.08568675816059113,0.8763195276260376,3.1283047199249268,0.8026819825172424,-2.8280603885650635,0.27853184938430786,1.9419081211090088,1.2013204097747803,-2.225687265396118,-1.6746890544891357,3.4680652618408203,-0.7240900993347168,-0.6531617641448975,0.8218827247619629,0.9856115579605103,0.5368175506591797,0.8724644184112549,0.8139088749885559,-1.3562963008880615,-0.3637907803058624,-0.44398367404937744,2.966350555419922,1.2008612155914307,1.5444543361663818,-0.3631255328655243,-0.9438973665237427,0.45622292160987854,2.1241061687469482,-1.6375569105148315,-1.5983089208602905,2.1647708415985107,-1.1269307136535645,3.0183916091918945,-0.9337801933288574,0.12488603591918945,0.23772206902503967,0.6524231433868408
6,120100015296_4,-0.561003565788269,-0.875847339630127,-1.52089524269104,0.3860674500465393,-1.3885737657546997,1.210991382598877,-2.38828706741333,-1.773888111114502,-1.6604459285736084,-1.2626713514328003,-3.8800671100616455,2.479440689086914,1.5405241250991821,1.069110631942749,-1.3077527284622192,0.4065159559249878,-1.8555880784988403,1.2303187847137451,-0.5365641117095947,-2.6215319633483887,-3.220919132232666,0.8167895078659058,1.4464658498764038,0.06883219629526138,0.8282294273376465,1.7743909358978271,-0.4780430197715759,1.4296517372131348,1.3860795497894287,1.869166374206543,3.746238946914673,-0.36623600125312805,3.4499197006225586,3.2495057582855225,3.9416732788085938,-0.8780207633972168,0.6969137787818909,1.3480271100997925,-2.857107162475586,0.5957837700843811,1.0547926425933838,0.034949690103530884,3.587991237640381,-2.072436809539795,-0.33844858407974243,-3.608590602874756,-0.3724224865436554,1.4163514375686646,1.2372252941131592,0.008703768253326416,-1.107492446899414,0.8383769989013672,-1.1901997327804565,-0.3574013411998749,-0.46199336647987366,-1.4197556972503662,-1.7333283424377441,-0.5414079427719116,1.2138715982437134,1.8384811878204346,-0.6891435384750366,-0.3688415288925171,1.0993196964263916,0.5068280100822449
7,120100015296_5,0.02237817645072937,1.6889774799346924,-1.5502519607543945,-0.04700082540512085,2.9806079864501953,0.007429055869579315,-2.6361169815063477,-1.9131615161895752,-2.464272975921631,-1.6539136171340942,-1.593668818473816,-0.5520212054252625,0.9387422800064087,1.2717721462249756,-1.2545191049575806,0.6791255474090576,-0.17051762342453003,0.8256106972694397,-0.9945321679115295,-2.540426731109619,-0.4968823194503784,0.07567234337329865,-0.35107511281967163,-1.320361614227295,0.61078941822052,2.841663122177124,-0.2823227643966675,-2.476923942565918,1.3559503555297852,-0.3291053771972656,3.1110997200012207,-2.2703638076782227,-1.1805485486984253,0.9903699159622192,-0.4932514429092407,-0.6670281887054443,-3.64300537109375,-0.430124431848526,-1.2935596704483032,-0.6141290664672852,3.3928472995758057,-3.521015167236328,1.424737811088562,0.6537882685661316,2.1113154888153076,0.40542370080947876,0.4150157868862152,0.4890553951263428,-3.208289623260498,2.0459227561950684,0.3514651358127594,0.8404624462127686,-1.8556735515594482,2.396080493927002,-2.7133805751800537,-1.337312936782837,-0.4420774579048157,-2.342374801635742,2.8733408451080322,4.244162082672119,0.416454017162323,-0.48977169394493103,0.5673253536224365,-0.11253321170806885
8,110100012653,-2.6534457206726074,-1.0405446290969849,-0.17543688416481018,0.47728097438812256,0.289161741733551,2.3500921726226807,1.616321086883545,-1.5284829139709473,0.6402535438537598,-0.2588285207748413,-1.9635910987854004,-0.344401478767395,-1.2632039785385132,0.9600239396095276,-0.07652702927589417,2.6836562156677246,0.18455857038497925,-0.18817664682865143,-3.1213207244873047,0.3788248598575592,-0.5493327379226685,2.9462125301361084,-1.2092359066009521,-2.0443177223205566,0.5892003774642944,1.7960822582244873,-0.6981931924819946,0.2315632551908493,0.40986478328704834,1.1492035388946533,-2.159942150115967,0.03480333089828491,-1.4560827016830444,-0.6364108324050903,0.529043436050415,-0.6598762273788452,-4.249701499938965,-2.936274528503418,-1.4769699573516846,0.32033371925354004,-0.11237632483243942,1.2117303609848022,0.9158079624176025,-0.5469197630882263,0.7589447498321533,1.2982587814331055,0.6814839839935303,1.4883407354354858,-1.1763334274291992,-0.3396446406841278,1.8909519910812378,-1.1825265884399414,0.5397210121154785,-0.591654896736145,0.9099135994911194,-0.4228980541229248,-0.7657538056373596,-4.253781318664551,-1.4081470966339111,2.4696030616760254,-3.436171054840088,0.22775650024414062,-0.055103614926338196,-2.1259191036224365
9,130100038867_1,-3.728806495666504,1.0955042839050293,-4.670170783996582,-2.49265456199646,-1.626968264579773,-1.3294049501419067,-2.0688438415527344,-2.362656831741333,-1.322593092918396,-0.9443257451057434,0.20529715716838837,1.0052660703659058,2.7452123165130615,0.7914899587631226,0.006733394227921963,1.677850604057312,-8.132497787475586,3.216824531555176,-1.567719578742981,4.831177234649658,-0.4887312054634094,0.6116665601730347,2.611862897872925,-2.5333142280578613,1.3127716779708862,0.8864801526069641,-3.2833690643310547,0.8343477845191956,0.22281143069267273,-0.4130961298942566,0.3170558512210846,2.475106716156006,1.9836492538452148,0.8162021636962891,-6.233903884887695,-0.0366290807723999,-1.269694209098816,1.5804880857467651,-1.4365739822387695,2.466965436935425,-0.4569602608680725,2.6746034622192383,-1.8897507190704346,1.1880466938018799,-1.7747790813446045,-0.9528006315231323,1.0929498672485352,0.819710910320282,-1.3800278902053833,2.113525390625,-3.0943713188171387,1.5696195363998413,0.4620949625968933,-4.609987735748291,2.8890457153320312,-5.147832870483398,1.3845115900039673,-0.5068097710609436,2.0399794578552246,-0.1627505123615265,-2.64485502243042,1.4779155254364014,1.0696955919265747,0.02279629558324814
